2009-08-01T01   0.0     0.0
2009-08-01T02   0.0     0.0
2009-08-01T03   0.0     0.0
2009-08-01T04   0.0     0.0
2009-08-01T05   0.0     0.0
2009-08-01T06   0.0     0.0
2009-08-01T07   0.0     0.0
2009-08-01T08   0.0     0.0
2009-08-01T09   0.0     0.0
2009-08-01T10   0.0     0.0
2009-08-01T11   0.0     0.0
2009-08-01T12   0.0     0.0
2009-08-01T13   0.0     0.0
2009-08-01T14   0.0     0.0
2009-08-01T15   0.0     0.0
2009-08-01T16   0.0     0.0
2009-08-01T17   0.0     0.0
2009-08-01T18   0.0     0.0
2009-08-01T19   0.0     0.0
2009-08-01T20   0.0     0.0
2009-08-01T21   0.0     0.0
2009-08-01T22   0.0     0.0
2009-08-01T23   0.0     0.0
2009-08-01T24   0.0     0.0
2009-08-02T01   0.0     0.0
2009-08-02T02   0.0     0.0
2009-08-02T03   0.0     0.0
2009-08-02T04   0.0     0.0
2009-08-02T05   0.0     0.0
2009-08-02T06   0.0     0.0
2009-08-02T07   0.0     0.0
2009-08-02T08   0.0     0.0
2009-08-02T09   0.0     0.0
2009-08-02T10   0.0     0.0
2009-08-02T11   0.0     0.0
2009-08-02T12   0.0     0.0
2009-08-02T13   0.0     0.0
2009-08-02T14   0.0     0.0
2009-08-02T15   0.0     0.0
2009-08-02T16   0.0     0.0
2009-08-02T17   0.0     0.0
2009-08-02T18   0.0     0.0
2009-08-02T19   0.0     0.0
2009-08-02T20   0.0     0.0
2009-08-02T21   0.0     0.0
2009-08-02T22   0.0     0.0
2009-08-02T23   0.0     0.0
2009-08-02T24   0.0     0.0
2009-08-03T01   0.0     0.0
2009-08-03T02   0.0     0.0
2009-08-03T03   0.0     0.0
2009-08-03T04   0.0     0.0
2009-08-03T05   0.0     0.0
2009-08-03T06   0.0     0.0
2009-08-03T07   0.0     0.0
2009-08-03T08   0.0     0.0
2009-08-03T09   0.0     0.0
2009-08-03T10   0.0     0.0
2009-08-03T11   0.0     0.0
2009-08-03T12   0.0     0.0
2009-08-03T13   0.0     0.0
2009-08-03T14   0.0     0.0
2009-08-03T15   1.0     1.0
2009-08-03T16   2.0     3.0
2009-08-03T17   0.5     3.5
2009-08-03T18   0.0     3.5
2009-08-03T19   0.0     3.5
2009-08-03T20   0.0     3.5
2009-08-03T21   0.0     3.5
2009-08-03T22   0.0     3.5
2009-08-03T23   0.0     3.5
2009-08-03T24   0.0     3.5
2009-08-04T01   0.0     3.5
2009-08-04T02   0.0     3.5
2009-08-04T03   0.0     3.5
2009-08-04T04   0.0     3.5
2009-08-04T05   0.0     3.5
2009-08-04T06   0.0     3.5
2009-08-04T07   0.0     3.5
2009-08-04T08   0.0     3.5
2009-08-04T09   0.0     3.5
2009-08-04T10   0.0     3.5
2009-08-04T11   0.0     3.5
2009-08-04T12   0.0     3.5
2009-08-04T13   0.0     3.5
2009-08-04T14   0.0     3.5
2009-08-04T15   0.0     3.5
2009-08-04T16   0.0     3.5
2009-08-04T17   0.0     3.5
2009-08-04T18   0.0     3.5
2009-08-04T19   1.0     4.5
2009-08-04T20   0.0     4.5
2009-08-04T21   0.0     4.5
2009-08-04T22   0.0     4.5
2009-08-04T23   0.0     4.5
2009-08-04T24   0.0     4.5
2009-08-05T01   0.0     4.5
2009-08-05T02   0.0     4.5
2009-08-05T03   0.0     4.5
2009-08-05T04   0.0     4.5
2009-08-05T05   0.0     4.5
2009-08-05T06   0.0     4.5
2009-08-05T07   0.0     4.5
2009-08-05T08   0.0     4.5
2009-08-05T09   0.5     5.0
2009-08-05T10   0.0     5.0
2009-08-05T11   0.0     5.0
2009-08-05T12   0.0     5.0
2009-08-05T13   0.0     5.0
2009-08-05T14   0.0     5.0
2009-08-05T15   0.0     5.0
2009-08-05T16   0.0     5.0
2009-08-05T17   0.0     5.0
2009-08-05T18   0.0     5.0
2009-08-05T19   0.0     5.0
2009-08-05T20   0.0     5.0
2009-08-05T21   0.0     5.0
2009-08-05T22   0.0     5.0
2009-08-05T23   0.0     5.0
2009-08-05T24   0.0     5.0
2009-08-06T01   0.0     5.0
2009-08-06T02   0.0     5.0
2009-08-06T03   0.0     5.0
2009-08-06T04   0.0     5.0
2009-08-06T05   0.0     5.0
2009-08-06T06   0.0     5.0
2009-08-06T07   0.0     5.0
2009-08-06T08   2.0     7.0
2009-08-06T09   0.5     7.5
2009-08-06T10   0.5     8.0
2009-08-06T11   0.0     8.0
2009-08-06T12   0.0     8.0
2009-08-06T13   0.0     8.0
2009-08-06T14   0.0     8.0
2009-08-06T15   0.5     8.5
2009-08-06T16   0.0     8.5
2009-08-06T17   0.0     8.5
2009-08-06T18   0.0     8.5
2009-08-06T19   0.5     9.0
2009-08-06T20   0.0     9.0
2009-08-06T21   0.0     9.0
2009-08-06T22  15.0    24.0
2009-08-06T23   9.0    33.0
2009-08-06T24  28.0    61.0
2009-08-07T01  31.5    92.5
2009-08-07T02   8.0   100.5
2009-08-07T03   9.0   109.5
2009-08-07T04   3.5   113.0
2009-08-07T05  15.0   128.0
2009-08-07T06  21.5   149.5
2009-08-07T07   9.0   158.5
2009-08-07T08   9.0   167.5
2009-08-07T09  13.0   180.5
2009-08-07T10  19.5   200.0
2009-08-07T11  10.0   210.0
2009-08-07T12  12.0   222.0
2009-08-07T13  19.0   241.0
2009-08-07T14  21.5   262.5
2009-08-07T15  22.5   285.0
2009-08-07T16  17.5   302.5
2009-08-07T17  14.5   317.0
2009-08-07T18  20.5   337.5
2009-08-07T19  26.0   363.5
2009-08-07T20  19.0   382.5
2009-08-07T21  25.5   408.0
2009-08-07T22  17.0   425.0
2009-08-07T23  14.0   439.0
2009-08-07T24  22.0   461.0
2009-08-08T01  14.5   475.5
2009-08-08T02  20.5   496.0
2009-08-08T03  52.0   548.0
2009-08-08T04  32.5   580.5
2009-08-08T05  30.0   610.5
2009-08-08T06  35.5   646.0
2009-08-08T07  49.0   695.0
2009-08-08T08  28.5   723.5
2009-08-08T09  23.0   746.5
2009-08-08T10  15.5   762.0
2009-08-08T11  22.0   784.0
2009-08-08T12  31.0   815.0
2009-08-08T13  41.5   856.5
2009-08-08T14  49.5   906.0
2009-08-08T15  73.0   979.0
2009-08-08T16  59.0  1038.0
2009-08-08T17  80.0  1118.0
2009-08-08T18  93.5  1211.5
2009-08-08T19  75.5  1287.0
2009-08-08T20  39.5  1326.5
2009-08-08T21  65.5  1392.0
2009-08-08T22  49.5  1441.5
2009-08-08T23  53.0  1494.5
2009-08-08T24  38.5  1533.0
2009-08-09T01  15.5  1548.5
2009-08-09T02  24.5  1573.0
2009-08-09T03  21.0  1594.0
2009-08-09T04  28.5  1622.5
2009-08-09T05  17.5  1640.0
2009-08-09T06  42.5  1682.5
2009-08-09T07  42.5  1725.0
2009-08-09T08  36.0  1761.0
2009-08-09T09  17.5  1778.5
2009-08-09T10  19.0  1797.5
2009-08-09T11  13.5  1811.0
2009-08-09T12  11.5  1822.5
2009-08-09T13   8.0  1830.5
2009-08-09T14   2.0  1832.5
2009-08-09T15   2.5  1835.0
2009-08-09T16   7.0  1842.0
2009-08-09T17   9.0  1851.0
2009-08-09T18   6.5  1857.5
2009-08-09T19   5.0  1862.5
2009-08-09T20   2.0  1864.5
2009-08-09T21   0.5  1865.0
2009-08-09T22   3.0  1868.0
2009-08-09T23   3.0  1871.0
2009-08-09T24   6.0  1877.0
2009-08-10T01   4.0  1881.0
2009-08-10T02   8.5  1889.5
2009-08-10T03  17.5  1907.0
2009-08-10T04   3.5  1910.5
2009-08-10T05   5.5  1916.0
2009-08-10T06   1.5  1917.5
2009-08-10T07   2.5  1920.0
2009-08-10T08   1.0  1921.0
2009-08-10T09   0.0  1921.0
2009-08-10T10   1.0  1922.0
2009-08-10T11   5.0  1927.0
2009-08-10T12  21.5  1948.5
2009-08-10T13   7.0  1955.5
2009-08-10T14  23.5  1979.0
2009-08-10T15   2.0  1981.0
2009-08-10T16   1.5  1982.5
2009-08-10T17  30.5  2013.0
2009-08-10T18  36.5  2049.5
2009-08-10T19  30.0  2079.5
2009-08-10T20   0.0  2079.5
2009-08-10T21   0.0  2079.5
2009-08-10T22   0.5  2080.0
2009-08-10T23   0.0  2080.0
2009-08-10T24   0.0  2080.0
2009-08-11T01   0.0  2080.0
2009-08-11T02   4.5  2084.5
2009-08-11T03   1.5  2086.0
2009-08-11T04   1.5  2087.5
2009-08-11T05   4.5  2092.0
